sample,x,y,cluster
Tumor02,3071.8,2562.5,1
Tumor02,2782.0,4473.6,1
Tumor02,1726.7,3684.6,1
Tumor02,4563.2,3167.8,1
Tumor02,4854.4,3952.4,1
Tumor02,1198.3,2252.6,1
Tumor02,2685.8,2336.0,1
Tumor02,2793.7,4795.5,1
Tumor02,1817.5,3276.1,1
Tumor02,1467.1,2160.8,1
Tumor02,4732.2,2455.8,1
Tumor02,4358.4,2479.2,3
Tumor02,1179.0,2899.4,1
Tumor02,2376.1,2548.7,1
Tumor02,1509.0,3795.6,1
Tumor02,1869.2,3401.9,1
Tumor02,3056.4,3196.0,1
Tumor02,4010.4,2303.95,1
Tumor02,3014.4,2556.7,3
Tumor02,3603.75,4244.5,2
Tumor02,3614.45,1334.75,1
Tumor02,4253.8,2869.1,2
Tumor02,1340.1,4313.3,1
Tumor02,2140.6,1719.7,1
Tumor02,1780.9,3096.6,1
Tumor02,1587.4,3902.0,3
Tumor02,1056.2,3432.4,1
Tumor02,3281.5,2110.05,1
Tumor02,1961.1,1712.4,3
Tumor02,4489.8,2017.95,2
Tumor02,4667.7,1993.0,1
Tumor02,1318.7,2632.4,1
Tumor02,3435.4,3802.5,3
Tumor02,1129.1,3511.2,1
Tumor02,3811.5,3938.0,3
Tumor02,4220.1,3098.3,2
Tumor02,2728.0,2839.5,1
Tumor02,3018.7,1280.8,1
Tumor02,3359.75,1946.6,3
Tumor02,2984.1,1307.3,2
Tumor02,2573.25,4103.55,1
Tumor02,1916.0,2342.7,1
Tumor02,2880.2,1510.2,1
Tumor02,3412.0,3725.8,1
Tumor02,3354.75,2672.05,3
Tumor02,3600.1,2845.4,1
Tumor02,4788.9,3309.3,1
Tumor02,4303.0,1622.4,1
Tumor02,3943.8,2834.9,1
Tumor02,2324.4,1803.3,1
Tumor02,2336.8,3800.0,1
Tumor02,1550.8,2503.0,1
Tumor02,3141.2,3907.5,2
Tumor02,4424.2,2151.05,2
Tumor02,1186.6,2968.1,3
Tumor02,1577.7,2444.6,1
Tumor02,2406.9,3259.5,1
Tumor02,4445.9,4075.3,2
Tumor02,2685.0,2125.0,1
Tumor02,3864.4,1977.6,1
Tumor02,1063.2,3807.3,1
Tumor02,2338.7,4470.6,1
Tumor02,3954.3,2457.8,1
Tumor02,2984.5,2645.0,1
Tumor02,3120.9,3576.5,1
Tumor02,2221.6,2754.6,3
Tumor02,4679.8,4138.8,1
Tumor02,3631.7,2875.2,1
Tumor02,2963.0,2529.3,3
Tumor02,3672.4,1424.5,1
Tumor02,2725.6,3524.6,1
Tumor02,3743.25,1846.7,3
Tumor02,1870.4,3583.2,1
Tumor02,1923.5,2744.6,1
Tumor02,1107.3,3415.5,1
Tumor02,1279.6,3127.4,3
Tumor02,3315.7,2713.7,1
Tumor02,3465.9,3513.7,2
Tumor02,1566.55,4010.25,1
Tumor02,3254.8,2219.1,1
Tumor02,4074.7,2708.9,1
Tumor02,2845.5,2205.7,3
Tumor02,2605.5,3572.8,1
Tumor02,3132.0,2391.1,1
Tumor02,3997.1,1461.2,1
Tumor02,3621.2,2790.9,1
Tumor02,4676.2,3302.9,1
Tumor02,4395.85,2521.6,2
Tumor02,1813.1,3777.3,3
Tumor02,2483.9,2807.9,3
Tumor02,1684.5,3102.1,1
Tumor02,2526.5,3004.3,1
Tumor02,1846.8,3655.7,3
Tumor02,4245.8,2637.1,1
Tumor02,4438.9,4232.6,1
Tumor02,2706.7,3451.3,1
Tumor02,2972.0,2127.1,1
Tumor02,3107.3,1959.3,3
Tumor02,4473.4,3248.7,2
Tumor02,1858.1,3441.3,1
Tumor02,4725.9,2124.75,1
Tumor02,4060.9,2079.2,1
Tumor02,3253.8,2274.6,1
Tumor02,2085.0,3573.0,1
Tumor02,3141.4,3162.9,1
Tumor02,1982.7,2570.4,1
Tumor02,3470.85,3935.25,3
Tumor02,4767.7,3972.7,2
Tumor02,2011.8,1981.1,1
Tumor02,1680.65,1783.9,1
Tumor02,1552.7,1791.0,1
Tumor02,4306.6,4551.4,1
Tumor02,3779.1,4515.8,2
Tumor02,2700.5,1646.8,1
Tumor02,1778.2,1560.0,3
Tumor02,3729.35,3459.2,1
Tumor02,1808.7,3748.7,1
Tumor02,4434.9,3329.2,1
Tumor02,2345.0,2610.6,1
Tumor02,1224.3,2138.9,1
Tumor02,1255.5,3680.0,3
Tumor02,1297.4,2252.5,1
Tumor02,1817.3,2637.7,1
Tumor02,2292.2,1682.7,1
Tumor02,1476.7,4156.4,1
Tumor02,1285.9,2522.0,3
Tumor02,1400.6,3486.4,1
Tumor02,1080.2,2515.8,1
Tumor02,1796.4,3514.0,1
Tumor02,2247.9,4409.6,1
Tumor02,4529.5,3412.5,2
Tumor02,985.01,3425.3,1
Tumor02,4530.6,3205.8,2
Tumor02,1670.1,2727.4,3
Tumor02,1501.2,2997.6,3
Tumor02,3505.7,4196.9,1
Tumor02,1715.9,2372.6,1
Tumor02,2747.15,2415.45,1
Tumor02,4431.4,2823.2,2
Tumor02,1121.8,3218.6,1
Tumor02,3156.7,4044.2,2
Tumor02,4485.4,3284.8,1
Tumor02,1367.8,4024.5,3
Tumor02,2166.2,4812.2,1
Tumor02,4432.2,1887.4,1
Tumor02,2697.9,2341.3,1
Tumor02,2454.0,2754.3,1
Tumor02,4997.5,2764.8,2
Tumor02,3499.5,4249.5,3
Tumor02,3760.3,3613.2,3
Tumor02,3022.3,3439.7,1
Tumor02,3085.3,2131.7,1
Tumor02,3305.7,1628.7,1
Tumor02,3854.8,1562.4,1
Tumor02,1315.6,2049.6,1
Tumor02,2952.2,2248.4,1
Tumor02,1446.7,2711.5,3
Tumor02,2234.2,2361.4,1
Tumor02,3256.5,4056.75,1
Tumor02,2775.1,3110.9,1
Tumor02,2696.6,3473.0,1
Tumor02,2435.1,3461.8,1
Tumor02,2013.6,4508.9,1
Tumor02,4694.0,2638.9,4
Tumor02,2669.7,3091.6,2
Tumor02,3285.1,3223.4,1
Tumor02,3212.5,2899.1,1
Tumor02,3972.05,3767.2,1
Tumor02,4022.2,1452.4,1
Tumor02,2993.8,2679.8,3
Tumor02,1713.7,4793.6,1
Tumor02,1342.2,3065.3,1
Tumor02,2406.3,2262.0,3
Tumor02,1242.7,3182.3,1
Tumor02,2425.4,2054.05,1
Tumor02,2698.0,2733.1,1
Tumor02,1969.8,2408.8,1
Tumor02,2983.1,3473.7,3
Tumor02,2393.4,4639.4,1
Tumor02,2054.5,2379.7,1
Tumor02,1308.2,3129.4,2
Tumor02,1587.0,1847.4,1
Tumor02,1062.85,2862.15,1
Tumor02,4577.1,2631.6,1
Tumor02,1794.9,4811.7,1
Tumor02,3732.9,1888.1,1
Tumor02,1089.7,3819.0,1
Tumor02,4010.7,2387.7,1
Tumor02,3240.4,2664.9,1
Tumor02,2689.1,3522.2,1
Tumor02,4014.1,4476.2,1
Tumor02,4406.0,4282.2,1
Tumor02,4613.0,3396.9,3
Tumor02,963.16,3262.4,1
Tumor02,1446.9,2259.8,2
Tumor02,2548.6,3085.3,1
Tumor02,4525.9,3117.5,1
Tumor02,2614.8,2517.6,1
Tumor02,4641.4,2129.5,3
Tumor02,3796.2,1876.6,2
Tumor02,3297.4,1754.6,1
Tumor02,2249.75,3323.9,1
Tumor02,1476.0,2196.3,1
Tumor02,3815.4,3059.9,1
Tumor02,2044.5,2459.7,1
Tumor02,4200.8,3403.7,2
Tumor02,3411.3,2915.4,1
Tumor02,4318.5,2826.2,1
Tumor02,2423.5,2447.0,1
Tumor02,3232.4,4371.3,1
Tumor02,4726.1,3202.0,3
Tumor02,4027.2,1852.6,1
Tumor02,4712.5,2844.3,2
Tumor02,3568.7,2754.2,1
Tumor02,3738.4,4846.15,1
Tumor02,1648.15,3793.5,1
Tumor02,3961.5,3383.2,2
Tumor02,3394.9,2614.2,1
Tumor02,3883.5,2016.9,1
Tumor02,3485.1,3927.4,3
Tumor02,2934.1,4239.1,1
Tumor02,1964.7,1805.0,1
Tumor02,1778.8,4020.45,1
Tumor02,2897.4,3288.1,3
Tumor02,1107.6,2708.6,1
Tumor02,4406.4,2249.7,3
Tumor02,4301.8,3442.8,1
Tumor02,4368.6,2584.6,2
Tumor02,2727.4,2780.6,1
Tumor02,3370.6,4696.3,1
Tumor02,1987.9,2694.2,1
Tumor02,2566.5,3586.3,1
Tumor02,1188.9,2942.5,3
Tumor02,3409.9,3674.3,1
Tumor02,4051.4,1511.8,1
Tumor02,3953.15,3808.05,1
Tumor02,4100.4,1777.75,3
Tumor02,4119.1,3017.9,2
Tumor02,1301.35,4003.7,1
Tumor02,3314.0,4594.5,2
Tumor02,4694.9,2711.3,2
Tumor02,3074.9,1933.5,1
Tumor02,2773.0,2298.8,1
Tumor02,2563.2,3571.0,1
Tumor02,3285.0,2758.8,1
Tumor02,2525.9,2206.6,1
Tumor02,4896.4,2851.3,2
Tumor02,2838.0,3324.9,1
Tumor02,4950.4,3718.1,1
Tumor02,3650.8,1504.5,1
Tumor02,1501.4,2117.4,1
Tumor02,3958.4,1653.0,3
Tumor02,958.04,3301.8,1
Tumor02,1541.1,2199.5,1
Tumor02,1535.3,4273.6,1
Tumor02,4046.8,2087.8,1
Tumor02,2939.8,3150.1,1
Tumor02,1308.6,1978.1,3
Tumor02,4542.3,3235.0,2
Tumor02,3154.6,1932.25,1
Tumor02,3383.4,2371.6,1
Tumor02,3826.65,1754.25,1
Tumor02,2215.5,2905.0,1
Tumor02,3818.3,2859.8,1
Tumor02,2322.4,2552.8,1
Tumor02,1714.4,2693.1,1
Tumor02,2556.6,1790.8,3
Tumor02,4194.5,4029.1,1
Tumor02,3970.6,3296.3,1
Tumor02,3748.7,2831.1,2
Tumor02,4633.4,4345.4,1
Tumor02,4427.9,3856.5,3
Tumor02,2340.4,3680.4,2
Tumor02,2901.7,4480.8,1
Tumor02,2021.73,4450.27,1
Tumor02,2880.3,3466.6,1
Tumor02,4914.5,2873.0,1
Tumor02,3325.7,1787.1,1
Tumor02,4394.7,3439.2,2
Tumor02,3730.5,2898.1,2
Tumor02,2083.9,3586.9,1
Tumor02,2553.4,2155.9,3
Tumor02,2402.2,4415.3,1
Tumor02,4246.9,3114.1,1
Tumor02,2694.5,2795.5,1
Tumor02,3212.6,1289.3,1
Tumor02,4053.6,1378.9,3
Tumor02,3891.6,4779.0,1
Tumor02,3582.35,1983.0,1
Tumor02,4434.0,3344.0,2
Tumor02,1634.0,2568.7,1
Tumor02,2026.6,3371.85,1
Tumor02,2963.3,1965.5,1
Tumor02,2798.6,3735.9,1
Tumor02,3709.2,1480.6,1
Tumor02,4083.7,2727.3,3
Tumor02,2605.1,4177.9,1
Tumor02,1491.0,4151.4,1
Tumor02,2554.45,4351.7,1
Tumor02,1742.4,3776.1,3
Tumor02,3882.4,2632.9,1
Tumor02,3194.6,2638.8,1
Tumor02,1606.8,3701.5,1
Tumor02,2525.7,4909.8,2
Tumor02,3448.5,2796.7,1
Tumor02,4323.7,2056.9,2
Tumor02,1315.8,2961.8,2
Tumor02,3199.6,2873.4,1
Tumor02,3889.1,2788.9,1
Tumor02,3453.7,1841.2,1
Tumor02,2832.6,4341.1,1
Tumor02,2601.5,2722.1,1
Tumor02,1019.8,2658.5,1
Tumor02,1831.5,3020.8,1
Tumor02,3699.1,1502.8,1
Tumor02,1600.1,2406.3,1
Tumor02,2767.8,3421.5,1
Tumor02,3196.8,4079.6,2
Tumor02,3864.4,3800.6,1
Tumor02,2277.2,2341.3,1
Tumor02,1877.5,2984.2,1
Tumor02,4663.2,2049.35,2
Tumor02,1811.3,4052.0,1
Tumor02,3432.35,3762.95,3
Tumor02,2663.7,2010.0,1
Tumor02,2707.3,1617.8,1
Tumor02,2418.2,1687.1,1
Tumor02,3952.6,2429.8,1
Tumor02,1555.3,4358.2,1
Tumor02,4994.4,3595.1,1
Tumor02,1415.7,2848.3,1
Tumor02,1628.8,3410.7,2
Tumor02,2260.2,3002.7,1
Tumor02,1485.6,2845.6,3
Tumor02,3750.1,2920.0,1
Tumor02,3486.3,1749.9,2
Tumor02,4441.15,3008.05,1
Tumor02,1376.05,3689.3,3
Tumor02,2619.1,2020.7,3
Tumor02,1068.3,2743.1,1
Tumor02,4043.9,1742.0,1
Tumor02,2406.7,3475.7,3
Tumor02,1774.75,4062.25,1
Tumor02,2632.7,4086.15,3
Tumor02,2464.5,3554.9,2
Tumor02,2039.1,3176.7,1
Tumor02,3766.4,2939.4,3
Tumor02,3695.6,1967.4,1
Tumor02,2394.2,2514.15,3
Tumor02,3457.8,4062.1,1
Tumor02,2315.9,2540.9,1
Tumor02,2844.9,3795.0,2
Tumor02,3247.2,1826.1,1
Tumor02,2392.9,2017.2,2
Tumor02,2015.9,3267.9,1
Tumor02,1594.0,1808.5,1
Tumor02,4042.5,3938.2,1
Tumor02,1418.2,3948.3,1
Tumor02,1759.9,2608.1,1
Tumor02,3589.4,4560.8,1
Tumor02,2757.3,3574.9,1
Tumor02,2453.3,3650.0,1
Tumor02,3082.5,2875.6,1
Tumor02,2237.1,2833.9,1
Tumor02,987.54,3581.0,1
Tumor02,4544.3,2034.6,1
Tumor02,1437.3,3281.9,3
Tumor02,1704.7,1787.2,1
Tumor02,2962.7,2096.7,1
Tumor02,2752.3,2920.8,1
Tumor02,4608.0,3269.5,2
Tumor02,1737.2,3572.5,1
Tumor02,2366.4,3244.3,1
Tumor02,3730.7,1546.0,1
Tumor02,4001.0,3837.0,1
Tumor02,2217.3,3064.9,1
Tumor02,3186.45,4341.5,1
Tumor02,2985.4,4841.2,2
Tumor02,2707.5,2906.7,1
Tumor02,3337.0,1523.75,1
Tumor02,1690.2,3133.7,1
Tumor02,4204.4,3865.4,2
Tumor02,3140.1,2433.8,1
Tumor02,1843.9,2751.05,1
Tumor02,2954.55,4294.6,3
Tumor02,1417.1,3934.6,1
Tumor02,3904.1,2763.1,1
Tumor02,3348.8,2027.9,1
Tumor02,2707.9,3654.8,2
Tumor02,3395.2,4724.6,1
Tumor02,1287.6,2635.5,1
Tumor02,2723.3,2285.9,1
Tumor02,3477.7,3478.0,2
Tumor02,1878.05,3104.35,3
Tumor02,985.64,3249.5,1
Tumor02,1911.8,2976.1,1
Tumor02,1850.9,3584.05,1
Tumor02,3074.4,2206.2,1
Tumor02,1690.0,3359.5,1
Tumor02,4498.8,2557.4,1
Tumor02,2495.8,3112.8,1
Tumor02,4575.7,2675.1,2
Tumor02,4456.3,3702.0,1
Tumor02,3091.55,2895.05,3
Tumor02,1059.1,2985.6,1
Tumor02,4886.3,2540.9,1
Tumor02,1057.8,3448.8,1
Tumor02,2137.8,4042.4,1
Tumor02,3380.0,2338.1,1
Tumor02,4136.9,2317.8,2
Tumor02,3239.45,2280.05,1
Tumor02,3307.2,3122.1,3
Tumor02,3116.1,3182.5,1
Tumor02,1431.0,2130.0,1
Tumor02,1745.6,4590.7,1
Tumor02,2538.1,2355.2,3
Tumor02,2785.4,3100.0,1
Tumor02,1458.5,3511.5,1
Tumor02,1639.5,3674.8,3
Tumor02,2210.9,2521.3,1
Tumor02,4380.5,4436.6,1
Tumor02,2366.8,2918.7,1
Tumor02,4147.8,3332.9,2
Tumor02,1649.9,3123.0,1
Tumor02,3197.0,2627.3,1
Tumor02,3975.4,3023.5,1
Tumor02,1764.1,2949.0,3
Tumor02,4146.05,2885.1,3
Tumor02,1089.3,3676.0,1
Tumor02,3018.8,2859.5,1
Tumor02,2465.1,3121.3,1
Tumor02,1545.9,2997.3,1
Tumor02,2786.9,2897.9,1
Tumor02,2677.4,3390.1,1
Tumor02,3854.1,2791.9,3
Tumor02,2709.5,2024.8,3
Tumor02,3951.6,2627.8,1
Tumor02,2167.1,3020.4,1
Tumor02,1503.0,2896.5,1
Tumor02,4720.1,2912.5,1
Tumor02,4781.8,2604.5,3
Tumor02,1366.8,3408.1,3
Tumor02,4392.2,4275.6,1
Tumor02,3303.85,3207.0,1
Tumor02,1330.6,4324.7,1
Tumor02,3263.35,3998.55,1
Tumor02,2021.2,4741.7,1
Tumor02,4254.3,3092.7,1
Tumor02,2998.0,4190.4,1
Tumor02,1929.6,3100.7,1
Tumor02,2696.9,2434.9,1
Tumor02,2250.2,3309.0,1
Tumor02,3101.3,2919.3,1
Tumor02,1690.9,2985.7,3
Tumor02,3578.85,1512.75,2
Tumor02,1512.8,2799.1,3
Tumor02,3058.8,1700.1,1
Tumor02,1817.3,3870.7,1
Tumor02,2966.3,1363.5,1
Tumor02,4182.2,4807.3,1
Tumor02,1356.2,2881.4,1
Tumor02,2939.8,4294.7,3
Tumor02,4707.8,3152.2,1
Tumor02,3068.4,4986.7,2
Tumor02,4541.6,3112.6,1
Tumor02,2096.3,3468.1,1
Tumor02,4228.0,2669.7,2
Tumor02,3293.3,1593.2,3
Tumor02,4862.3,3095.5,2
Tumor02,1344.8,4190.2,1
Tumor02,2953.4,4067.5,1
Tumor02,1734.3,2670.3,1
Tumor02,3524.5,2614.4,2
Tumor02,3231.1,1883.6,1
Tumor02,3880.3,1565.0,1
Tumor02,3112.6,3072.1,1
Tumor02,2239.7,2783.1,1
Tumor02,3460.3,2805.3,1
Tumor02,3220.0,4556.0,1
Tumor02,3015.8,3904.5,1
Tumor02,1417.4,2541.2,1
Tumor02,3545.1,2082.6,1
Tumor02,3854.2,3398.4,2
Tumor02,955.03,3073.0,1
Tumor02,982.65,3505.8,1
Tumor02,3859.3,1474.9,1
Tumor02,3428.9,1678.45,1
Tumor02,3168.2,3269.3,1
Tumor02,3398.8,3268.1,1
Tumor02,4223.2,1709.7,3
Tumor02,3728.4,4764.1,1
Tumor02,1933.4,2896.3,1
Tumor02,2763.6,3752.3,3
Tumor02,3648.0,3465.3,1
Tumor02,2634.7,3689.3,1
Tumor02,2362.6,2434.6,3
Tumor02,2380.1,4464.65,1
Tumor02,4784.7,2266.3,1
Tumor02,3550.6,2623.3,3
Tumor02,3736.25,4312.25,2
Tumor02,1392.9,2018.8,2
Tumor02,3432.2,3775.9,3
Tumor02,4911.9,2976.3,1
Tumor02,2382.4,3124.0,1
Tumor02,2759.5,2731.2,1
Tumor02,1159.0,2415.5,3
Tumor02,1669.6,3951.2,1
Tumor02,1302.5,2809.6,3
Tumor02,3345.3,4146.2,1
Tumor02,2505.2,2944.6,3
Tumor02,1192.7,3221.1,3
Tumor02,2626.7,2935.5,1
Tumor02,2667.8,2416.0,1
Tumor02,2600.4,3066.3,1
Tumor02,2314.8,2646.9,1
Tumor02,1586.6,3998.4,1
Tumor02,3199.8,2268.3,3
Tumor02,4211.2,2926.0,2
Tumor02,2173.7,3566.9,3
Tumor02,1922.0,1926.3,1
Tumor02,4654.3,2458.4,1
Tumor02,4673.8,4093.6,1
Tumor02,1995.7,4543.5,1
Tumor02,2477.8,2556.5,1
Tumor02,2963.9,2691.9,1
Tumor02,1150.4,3104.9,3
Tumor02,1734.2,4763.7,1
Tumor02,4238.2,1562.3,3
Tumor02,1066.1,3642.9,1
Tumor02,1543.6,3015.0,1
Tumor02,1782.5,2997.4,1
Tumor02,2720.8,3120.1,1
Tumor02,4101.8,3679.6,1
Tumor02,1689.4,1760.2,2
Tumor02,2747.6,3753.2,1
Tumor02,2844.5,4179.5,2
Tumor02,1419.8,2250.9,2
Tumor02,1478.8,1811.4,3
Tumor02,4052.95,3877.8,2
Tumor02,2308.0,2780.3,1
Tumor02,3251.5,3890.1,2
Tumor02,993.64,3148.5,3
Tumor02,2394.7,3614.6,3
Tumor02,1017.0,3603.4,1
Tumor02,4702.7,2697.5,2
Tumor02,1903.5,3152.9,1
Tumor02,1718.3,3597.85,1
Tumor02,1383.3,2444.1,1
Tumor02,1974.7,1368.2,1
Tumor02,4368.2,4586.3,1
Tumor02,2081.8,1829.8,1
Tumor02,1485.3,2463.3,1
Tumor02,3745.8,1880.4,1
Tumor02,2176.6,2935.5,1
Tumor02,2811.3,1822.4,1
Tumor02,3715.6,4509.3,1
Tumor02,1291.8,4093.1,1
Tumor02,3100.0,4717.5,1
Tumor02,3204.7,1555.1,1
Tumor02,1586.3,1692.2,1
Tumor02,4268.8,3250.6,1
Tumor02,4917.5,2542.6,1
Tumor02,4875.8,2814.9,2
Tumor02,1104.5,3918.0,1
Tumor02,3035.9,4173.9,3
Tumor02,3003.1,4572.6,1
Tumor02,1305.0,3747.9,1
Tumor02,2043.8,1733.4,1
Tumor02,2368.7,3052.0,1
Tumor02,1579.4,2573.1,1
Tumor02,3799.8,1446.4,1
Tumor02,3462.1,3735.3,2
Tumor02,4492.0,3570.6,1
Tumor02,1799.7,4825.9,1
Tumor02,2953.0,2764.7,1
Tumor02,1470.75,2401.15,1
Tumor02,4567.2,3000.6,3
Tumor02,3814.6,3114.1,3
Tumor02,4541.6,2874.9,2
Tumor02,2865.3,2544.7,1
Tumor02,1653.75,3915.4,1
Tumor02,3767.9,1782.5,1
Tumor02,1958.6,1629.6,1
Tumor02,3968.4,2946.9,3
Tumor02,3351.5,3654.3,1
Tumor02,1816.5,3102.0,1
Tumor02,2596.9,2392.0,1
Tumor02,3246.6,3093.4,1
Tumor02,3285.7,4278.25,1
Tumor02,1547.5,2161.9,3
Tumor02,4064.9,1679.4,1
Tumor02,4101.9,2969.1,3
Tumor02,1435.3,3312.6,3
Tumor02,1381.1,3787.0,1
Tumor02,4247.4,3479.1,1
Tumor02,1535.0,4083.8,1
Tumor02,1992.3,3154.2,1
Tumor02,4259.5,1465.3,1
Tumor02,4154.4,3933.5,1
Tumor02,2391.3,2064.45,1
Tumor02,2883.8,4905.0,2
Tumor02,2257.9,3517.8,1
Tumor02,4022.6,2965.6,3
Tumor02,2889.2,2319.8,1
Tumor02,4696.1,2560.2,2
Tumor02,3318.9,1089.8,1
Tumor02,2001.6,1591.3,1
Tumor02,2291.6,2120.6,1
Tumor02,3785.3,1846.5,3
Tumor02,3703.7,1840.9,1
Tumor02,2072.3,2260.2,1
Tumor02,2223.9,2388.9,1
Tumor02,2281.6,4763.5,4
Tumor02,1273.4,2639.0,1
Tumor02,2765.1,2553.3,1
Tumor02,1289.0,2108.5,1
Tumor02,4113.8,2112.6,1
Tumor02,2960.6,3085.3,1
Tumor02,4706.3,2226.5,1
Tumor02,3084.9,4084.7,2
Tumor02,1594.4,2826.1,3
Tumor02,2577.6,4226.1,1
Tumor02,2507.7,2389.5,3
Tumor02,1917.1,2682.8,2
Tumor02,2443.6,3042.4,1
Tumor02,1525.7,2256.5,1
Tumor02,1309.6,3231.3,1
Tumor02,4117.2,1431.0,1
Tumor02,2405.1,1693.8,1
Tumor02,1328.9,2644.2,1
Tumor02,4389.1,3367.0,1
Tumor02,2779.0,4037.0,1
Tumor02,1826.0,4021.9,1
Tumor02,3253.7,2657.5,1
Tumor02,2699.8,3772.9,1
Tumor02,2829.5,2154.2,1
Tumor02,1165.9,3250.2,1
Tumor02,2393.1,2032.4,1
Tumor02,2825.5,2198.6,3
Tumor02,2691.6,2662.1,3
Tumor02,2602.2,4532.3,1
Tumor02,2883.9,4967.8,2
Tumor02,2875.0,3227.2,3
Tumor02,4530.35,4033.4,2
Tumor02,1575.5,1887.3,1
Tumor02,1531.3,3099.5,1
Tumor02,4297.6,3819.4,2
Tumor02,2924.5,2299.9,3
Tumor02,1247.0,2660.9,1
Tumor02,1247.5,3114.1,2
Tumor02,3375.3,2858.9,3
Tumor02,2835.1,1767.3,1
Tumor02,3463.9,3983.1,1
Tumor02,3052.3,3440.5,1
Tumor02,4665.1,2657.2,2
Tumor02,4463.4,4210.0,1
Tumor02,4231.7,1605.6,1
Tumor02,2533.8,3641.5,1
Tumor02,1191.5,2174.0,1
Tumor02,2621.5,4210.6,1
Tumor02,2868.6,3059.7,1
Tumor02,3405.55,4042.45,1
Tumor02,2917.0,3135.8,1
Tumor02,4306.7,1650.1,1
Tumor02,2965.8,1667.1,3
Tumor02,4001.3,1674.4,1
Tumor02,4427.8,2039.1,1
Tumor02,3094.8,1524.7,1
Tumor02,2970.5,4591.35,3
Tumor02,1437.6,2209.3,1
Tumor02,4144.5,1669.5,1
Tumor02,3280.2,1782.4,1
Tumor02,1089.3,3857.3,1
Tumor02,2992.8,2634.5,1
Tumor02,4639.1,2497.4,1
Tumor02,3044.35,4339.5,1
Tumor02,2984.2,1385.3,1
Tumor02,3211.15,2041.65,3
Tumor02,3028.7,2219.3,1
Tumor02,2933.7,3281.4,1
Tumor02,3942.3,1502.8,1
Tumor02,4374.4,2737.8,1
Tumor02,2601.55,4827.15,1
Tumor02,1548.47,4340.77,1
Tumor02,1645.7,3175.4,1
Tumor02,2171.1,3334.4,1
Tumor02,3539.4,4706.2,1
Tumor02,2426.7,3317.3,1
Tumor02,2057.5,3714.1,3
Tumor02,3237.1,3104.7,1
Tumor02,4806.4,3007.5,1
Tumor02,1351.1,4266.2,1
Tumor02,3512.8,2017.0,2
Tumor02,1257.0,3159.9,1
Tumor02,3680.4,2863.4,2
Tumor02,3260.8,3374.7,2
Tumor02,2796.8,2309.4,3
Tumor02,1838.7,4092.1,1
Tumor02,2596.9,1825.7,1
Tumor02,4336.4,3144.4,3
Tumor02,2494.7,4017.2,1
Tumor02,4516.4,2332.2,1
Tumor02,4616.7,3967.3,1
Tumor02,4671.3,3230.1,1
Tumor02,3372.1,4187.1,1
Tumor02,1583.9,2591.6,1
Tumor02,2987.8,2560.2,2
Tumor02,3326.5,2337.2,1
Tumor02,3909.5,2883.0,1
Tumor02,4750.0,4173.6,2
Tumor02,3136.5,3324.1,1
Tumor02,2736.8,4780.2,3
Tumor02,1143.2,3156.4,1
Tumor02,4116.5,3378.1,1
Tumor02,3442.2,1420.4,2
Tumor02,1875.2,4070.2,3
Tumor02,2221.5,4812.8,2
Tumor02,3741.3,3005.6,1
Tumor02,2481.1,3941.6,1
Tumor02,987.69,2824.8,1
Tumor02,2529.2,3066.5,1
Tumor02,4512.6,4094.0,1
Tumor02,3325.35,4054.75,1
Tumor02,4994.4,3256.9,3
Tumor02,3061.55,3477.2,3
Tumor02,4997.6,3490.6,3
Tumor02,2078.1,4454.5,4
Tumor02,2402.25,3390.15,1
Tumor02,2238.6,3300.5,1
Tumor02,1860.1,2455.1,1
Tumor02,2288.5,2800.1,1
Tumor02,2388.6,2112.4,1
Tumor02,2512.0,2882.7,2
Tumor02,2065.85,1823.6,1
Tumor02,1920.3,3356.9,1
Tumor02,4650.9,3654.1,2
Tumor02,1721.8,4075.1,3
Tumor02,4211.7,3353.5,3
Tumor02,4715.8,3108.0,2
Tumor02,4646.6,2926.4,1
Tumor02,1685.7,2899.1,1
Tumor02,3706.3,3684.6,1
Tumor02,3062.5,2143.7,1
Tumor02,3963.5,1863.7,1
Tumor02,4516.3,4449.4,1
Tumor02,4170.9,2149.5,1
Tumor02,2398.85,3283.1,1
Tumor02,2386.35,4779.75,2
Tumor02,3270.4,1428.6,3
Tumor02,2748.6,3806.6,1
Tumor02,3478.3,3539.1,3
Tumor02,3199.05,1998.55,3
Tumor02,1276.05,3785.0,1
Tumor02,1217.6,3077.7,1
Tumor02,2147.1,2492.3,1
Tumor02,3127.3,3561.6,1
Tumor02,3277.6,2447.7,1
Tumor02,3418.7,3445.6,2
Tumor02,4165.9,3945.9,2
Tumor02,3172.6,2026.4,1
Tumor02,2943.55,3051.2,3
Tumor02,2777.3,3282.8,1
Tumor02,3086.5,3527.3,1
Tumor02,1828.7,2953.0,1
Tumor02,2333.2,3292.0,1
Tumor02,1331.45,2318.95,1
Tumor02,3106.5,2356.8,1
Tumor02,1418.1,2472.4,1
Tumor02,2240.5,3944.2,1
Tumor02,3938.3,4490.2,1
Tumor02,3115.4,3205.2,1
Tumor02,2446.3,2506.1,1
Tumor02,2768.0,1743.6,1
Tumor02,4768.5,2938.8,1
Tumor02,2469.9,3541.7,2
Tumor02,4095.55,3723.65,3
Tumor02,1966.55,2809.75,1
